pred,gt,bleu,rouge1,rouge2,rougel
"i , not you , that the the the the the the .","that would have been back in 1977 , when he died .",1.2627076138080564e-231,0.23529411307958487,0.0,0.11764705425605555
"i , not you , that the the the the the the .",yeah . did you know that they can breath air form the atmosphere through a organ named the <unk> ?,8.373636644156203e-232,0.24999999625000005,0.0,0.24999999625000005
"i , not you , that the the the the the the .",not about your trip but you may be interested to know that the first <unk> with two ski poles was depicted way back in <unk> .,2.321876335815011e-155,0.2666666634666667,0.0645161255359003,0.2666666634666667
"i , not you , that the the the the the the .",finance has three sub categories .   which one is related to your job .,8.226364521884694e-232,0.0,0.0,0.0
"i , not you , that the the the the the the .","wow , do you identify with the local south asian population ? what was your motivation for learning ?",7.959012597992964e-232,0.24999999625000005,0.0,0.24999999625000005
"i , not you , that the the the the the the .",it 's a concept that 's thought to be universal . many cultures use the same words to describe it .,6.824088594166491e-232,0.18181817785123974,0.0,0.18181817785123974
"i , not you , that the the the the the the .","i ca n't speak to how dangerous it is , but it is a sport with lots of action , and involves performing tricks with a skateboard . are you interested in trying it ?",2.641223143663149e-232,0.17647058532871976,0.0,0.17647058532871976
"i , not you , that the the the the the the .","that 's interesting . getting back to the history , slaves in america actually combined scottish frying technique with west african seasoning styles to create fried chicken .",4.2798491878490225e-232,0.19354838397502605,0.0,0.12903225494276802
"i , not you , that the the the the the the .","oh , did you know in the 1980 's there was a yoga boom ?",1.0826504568327566e-231,0.2857142816326531,0.0,0.2857142816326531
"i , not you , that the the the the the the .","well , i know that weighted bars , weight <unk> or <unk> are used as a form to provide force of gravity",6.790035935877237e-232,0.23076922721893492,0.0,0.15384615029585808
"i , not you , that the the the the the the .",neat ! studying art history can take you back all the way to pre - historic humanity .,8.595407281764811e-232,0.17391303962192828,0.0,0.17391303962192828
"i , not you , that the the the the the the .","cool . did you know that besides the <unk> tower it is known for , <unk> also has over 20 historic churches , and medieval palaces as well ?",4.385751419955796e-232,0.24999999695312503,0.0,0.18749999695312503
"i , not you , that the the the the the the .",did you enjoy the story arc of harry 's struggle against lord <unk> ?,1.0565078215140205e-231,0.19999999580000008,0.0,0.19999999580000008
"i , not you , that the the the the the the .","i ca n't say i have .   it 's an adult animated sitcom , right ?   matt stone and trey parker created it , then brian graden developed it for the tv network comedy central .",2.096926898107333e-232,0.16666666388888893,0.0,0.16666666388888893
"i , not you , that the the the the the the .","i see , did you become a vegetarian for health purposes or something else such as culture or personal preference ?",6.824088594166491e-232,0.23076922721893492,0.0,0.23076922721893492
"i , not you , that the the the the the the .","oh really !   oh did you know that the word crochet is a french term ?   it means "" small hook ! """,2.20690767859256e-155,0.23076922721893492,0.06896551357907273,0.23076922721893492
"i , not you , that the the the the the the .","instagram is a <unk> sharing app and is used on mobile , the internet , and desktop . the users can share pictures and videos .",5.2780135965811595e-232,0.15999999635200007,0.0,0.15999999635200007
"i , not you , that the the the the the the .",these novels were written by british author j. k. rowling .,9.594503055152632e-232,0.0,0.0,0.0
"i , not you , that the the the the the the .","well , i know that the greatest diversity is found in australasia and south america",5.117896846873718e-155,0.3809523768707483,0.095238090793651,0.2857142816326531
"i , not you , that the the the the the the .","cool , did you perform it for competition or just to motivate sports teams ?",9.782851220031659e-232,0.19047618639455788,0.0,0.19047618639455788
"i , not you , that the the the the the the .",yes i do . i know that horse <unk> is about teaching horses to do certain things when asked by humans,6.824088594166491e-232,0.16666666291666676,0.0,0.16666666291666676
"i , not you , that the the the the the the .","they do , in fact it was initially introduced as a hardtop and a convertible in 1964 !",6.531097185393997e-232,0.09090908694214893,0.0,0.09090908694214893
"i , not you , that the the the the the the .","yeah , violent <unk> is joseph bruce while <unk> 2 <unk> is joseph <unk> .",9.782851220031659e-232,0.1333333285333335,0.0,0.1333333285333335
"i , not you , that the the the the the the .","the thing about motivation is that it is the reason for people 's <unk> , needs , and actions .",8.764142356274923e-232,0.2727272687603306,0.0,0.09090908694214893
"i , not you , that the the the the the the .","that so ? he got an international call - up in 1998 , then signed with <unk> .",8.595407281764811e-232,0.17391303962192828,0.0,0.08695651788279792
"i , not you , that the the the the the the .","ah , yes . did you know they were from liverpool ?",1.2627076138080564e-231,0.23529411307958487,0.0,0.23529411307958487
"i , not you , that the the the the the the .","so , what do you like to directly buy from <unk> over the internet using the web browser google <unk> ?",7.332960415391412e-232,0.239999996352,0.0,0.239999996352
"i , not you , that the the the the the the .","well being a truck driver means earning a living while driving a truck . the trucks can be a semi , box or dump truck . did you know the term is also varied in and between countries ? places like the u.s. call them <unk> or <unk> but those in",8.07391401920856e-233,0.13043478034026468,0.0,0.13043478034026468
"i , not you , that the the the the the the .","so , would these be street food , like from a portable stall ?",1.0565078215140205e-231,0.10526315357340738,0.0,0.10526315357340738
"i , not you , that the the the the the the .","<unk> <unk> himself for his green , <unk> , would you say you are as confident as <unk> with your <unk> ?",6.31884043540513e-232,0.19047618639455788,0.0,0.19047618639455788
"i , not you , that the the the the the the .",interesting . do you cook them using a frying pan or <unk> ?,1.1409851298103347e-231,0.11111110666666683,0.0,0.11111110666666683
"i , not you , that the the the the the the .","i 'm a bot , so i have no opinion . were you aware that it sits between yellow and blue on the spectrum of visible light ?",4.73643171523621e-232,0.312499996953125,0.0,0.312499996953125
"i , not you , that the the the the the the .","i would n't know , but in rugby the player that is <unk> with the ball has to release it , so the opposition can get it then .",4.7127966043369754e-232,0.2666666634666667,0.0,0.2666666634666667
"i , not you , that the the the the the the .","well , that 's cool . it is between yellow and blue on the visible spectrum .",4.38810481436839e-155,0.2857142816326531,0.095238090793651,0.2857142816326531
"i , not you , that the the the the the the .","i am not sure about that , what i know is that 	 spring green is a color that is in between <unk> and green .",5.2780135965811595e-232,0.33333332958333334,0.0,0.33333332958333334
"i , not you , that the the the the the the .",i do . it is a service to stream media and videos online . did you also know it can provide dvds by mail ?,5.016670592804381e-232,0.14285713948979603,0.0,0.14285713948979603
"i , not you , that the the the the the the .",there is also another <unk> dining restaurant chain in canada called <unk> <unk> . have you ever heard ?,7.19177973030224e-232,0.09090908694214893,0.0,0.09090908694214893
"i , not you , that the the the the the the .","yes , interesting . it took about 800 thousand years for wolves to eventually evolve into dogs , dingoes , and gray wolves .",5.4177985538658274e-232,0.07999999635200017,0.0,0.07999999635200017
"i , not you , that the the the the the the .",i am not sure about that . i know that the grateful dead is considered pioneers,5.010854169466314e-155,0.4210526272576177,0.095238090793651,0.4210526272576177
"i , not you , that the the the the the the .",i 'm not sure if it is modern or not but the earlier <unk> used either a <unk> or long pole .,6.790035935877237e-232,0.24999999625000005,0.0,0.24999999625000005
"i , not you , that the the the the the the .",have you ever tried to link you instagram account to your other social media <unk> to be able to share your dog pictures to them ?,3.529620422247246e-232,0.07692307337278123,0.0,0.07692307337278123
"i , not you , that the the the the the the .",so let me tell you . he was a leading figure of the sound of rock and roll,8.595407281764811e-232,0.18181817785123974,0.0,0.18181817785123974
"i , not you , that the the the the the the .","no , i 'm a bot , so do n't have such feelings . but i do know that people who do accounting are called <unk> .",4.887235162979099e-232,0.22222221876543213,0.0,0.22222221876543213
"i , not you , that the the the the the the .","i am not sure about the <unk> to that , but i know that there is evidence showing buried dog remains besides humans that dates back to <unk> years ago",3.8800867299737166e-232,0.3225806420395422,0.0,0.2580645130072841
"i , not you , that the the the the the the .",interesting . this type of housing has a price below the rate of the market and allows people to live more <unk>,6.31884043540513e-232,0.07999999635200017,0.0,0.07999999635200017
"i , not you , that the the the the the the .","i do n't know the specifics . however , the mental health professionals will provide the treatment .",1.0221719495820192e-231,0.29999999580000003,0.0,0.29999999580000003
"i , not you , that the the the the the the .",that 's nice . modern accounting started in <unk> by a <unk> named <unk> <unk> .,9.05853946789781e-232,0.11764705425605555,0.0,0.11764705425605555
"i , not you , that the the the the the the .",is that so ? i know that it can be us as a form of transportation as well as recreation .,6.824088594166491e-232,0.17391303962192828,0.0,0.17391303962192828
"i , not you , that the the the the the the .","ok , well heavy metal , also known as just metal , began in the 1960s and 70s in the united kingdom",6.790035935877237e-232,0.17391303962192828,0.0,0.17391303962192828
"i , not you , that the the the the the the .","i am a bot so i actually ca n't do that , what about you ? do you like to <unk> the products and services of online stores ?",4.190334582596998e-232,0.3225806420395422,0.0,0.2580645130072841
"i , not you , that the the the the the the .","i asked , what got you into this field of investment studying ?",1.2627076138080564e-231,0.31578946936288094,0.0,0.31578946936288094
"i , not you , that the the the the the the .",that 's interesting . his music career began in 1954 at sun records .,1.0565078215140205e-231,0.11111110666666683,0.0,0.11111110666666683
"i , not you , that the the the the the the .",well a pound is a place where stray livestock would be impounded until they were claimed by their owners .,5.59978832317454e-232,0.0,0.0,0.0
"i , not you , that the the the the the the .","i do n't know the culture , just that it was around the transition period of the upper paleolithic to mesolithic times ,",7.231432172873127e-232,0.3076923041420118,0.0,0.3076923041420118
"i , not you , that the the the the the the .",i know some stuff about him . i believe he started when he was a teen with the name k - dot which led him to be signed .,3.687962647234977e-232,0.13333333013333343,0.0,0.13333333013333343
"i , not you , that the the the the the the .",i see you . panic attacks can actually happen during those intense fear or discomfort situations,1.0024921848014553e-231,0.19047618639455788,0.0,0.19047618639455788
"i , not you , that the the the the the the .","yeah , do you wear the perfume <unk> by <unk> chanel ?",1.2627076138080564e-231,0.3529411719031142,0.0,0.3529411719031142
"i , not you , that the the the the the the .",his first novel '' a time to kill '' was published in june 1989 . it took him four years to write it .,4.1166366788985576e-232,0.0,0.0,0.0
"i , not you , that the the the the the the .","so , for how <unk> do you and your family and friends have an instagram account ? i know that instagram was launched on october 2010",4.9916370711715364e-232,0.2666666634666667,0.0,0.19999999680000002
"i , not you , that the the the the the the .","i know the bowling balls used in five - pin , <unk> and <unk> bowling are smaller and do n't have holes . they 're meant to be held in the <unk> .",3.0804887692248958e-232,0.19354838397502605,0.0,0.19354838397502605
"i , not you , that the the the the the the .",i am not sure what the largest city in this sovereign country of western europe is,1.0024921848014553e-231,0.2727272687603306,0.0,0.2727272687603306
"i , not you , that the the the the the the .","i do n't know the answer to either question , just that the winning team is the one with the most points .",3.2892045660943756e-155,0.31999999635200005,0.07142856767857161,0.31999999635200005
"i , not you , that the the the the the the .","well , i know that this event brings together champions from places all over the world .",1.0547169250932628e-231,0.3636363596694215,0.0,0.2727272687603306
"i , not you , that the the the the the the .",member of the horse family,9.594503055152632e-232,0.18181817685950424,0.0,0.18181817685950424
"i , not you , that the the the the the the .",where you live do people hunt for trade as well ? i know that trade is also a common reason for hunting,6.31884043540513e-232,0.23076922721893492,0.0,0.15384615029585808
"i , not you , that the the the the the the .",why not ? instagram works on desktop and mobile and an user can share their videos and pictures publicly or privately .,5.7097168779228235e-232,0.07999999635200017,0.0,0.07999999635200017
"i , not you , that the the the the the the .","i do n't know when , but i know where he was born , in <unk> mississippi .",9.236366216761735e-232,0.19999999580000008,0.0,0.19999999580000008
"i , not you , that the the the the the the .","oh , that 's great . hey , it turns out sweet child o ' mine was the bands only number one single on billboard 's hot 100 .",1.8433902316548597e-155,0.19354838397502605,0.060606057263544726,0.19354838397502605
"i , not you , that the the the the the the .","i can not answer that . however , have you heard of <unk> & <unk> ? it was a piano company that was created in <unk> .",5.115152056046425e-232,0.3703703669135803,0.0,0.3703703669135803
"i , not you , that the the the the the the .","wow , really , radiology is the science that uses medical imaging to diagnose and sometimes also treat diseases",8.552515624808144e-232,0.24999999625000005,0.0,0.16666666291666676
"i , not you , that the the the the the the .","ah , i see . excessive hunting has led to species being endangered or even becoming extinct .",8.595407281764811e-232,0.18181817785123974,0.0,0.09090908694214893
"i , not you , that the the the the the the .","i do n't know the answer to either question , but the concept of a broken heart spans different cultures and goes back at least 3,000 years .",4.525389543090783e-232,0.18749999695312503,0.0,0.18749999695312503
"i , not you , that the the the the the the .","i do n't know in general , but if there is a rash , that is often a sign of <unk> <unk> . what 's your experience with <unk> ?",1.706907607261843e-155,0.19999999680000002,0.05714285394285733,0.19999999680000002
"i , not you , that the the the the the the .",it 's by an australian named <unk> .,9.594503055152632e-232,0.0,0.0,0.0
"i , not you , that the the the the the the .","i actually know one thing about the vikings . they were an afl team , before leaving that league and joining the nfl .",6.442884587908241e-232,0.2962962928395062,0.0,0.2962962928395062
"i , not you , that the the the the the the .",interesting . swimming is actually the propulsion of the body forward by repetitive body motion,1.0826504568327566e-231,0.11111110666666683,0.0,0.11111110666666683
"i , not you , that the the the the the the .",another thing i know is that in the <unk> skiing turned into a popular sport and recreational activity,8.595407281764811e-232,0.24999999625000005,0.0,0.24999999625000005
"i , not you , that the the the the the the .","i 'm not sure , but i believe it is a welsh name <unk> , but an anglicized version .",8.373636644156203e-232,0.2727272687603306,0.0,0.18181817785123974
"i , not you , that the the the the the the .","i see . an interesting fact is that a couple or just an individual can adopt , but the kid has to be fourteen years younger",5.2780135965811595e-232,0.2666666634666667,0.0,0.19999999680000002
"i , not you , that the the the the the the .","really ? that 's interesting . i ca n't read , being a bot , but i know j. k. rowling wrote the novels .",5.965860362587468e-232,0.2962962928395062,0.0,0.2962962928395062
"i , not you , that the the the the the the .","hmm well i do n't have an opinion to offer , sorry .   i do know that apple inc. is the company that designs and markets iphones .",4.190334582596998e-232,0.27586206568370986,0.0,0.20689654844233057
"i , not you , that the the the the the the .","yes , his first rca single was <unk> hotel in 1956 .",1.1409851298103347e-231,0.11764705425605555,0.0,0.11764705425605555
"i , not you , that the the the the the the .","i do n't know if it causes cancer , but i know there is a <unk> that can prevent up to nine different types of <unk> .",4.6220616466129664e-232,0.20689654844233057,0.0,0.20689654844233057
"i , not you , that the the the the the the .",the legend of the event and the fame that lord cardigan achieved after the war led to the rise of the popularity of garments .,6.4107341630944866e-232,0.17391303962192828,0.0,0.08695651788279792
"i , not you , that the the the the the the .","no , i 'm a bot and ca n't drink . did you know its owned by the dr pepper people ?",7.179588876325014e-232,0.2962962928395062,0.0,0.22222221876543213
"i , not you , that the the the the the the .","no i am not , but i can tell you she is an artist and model and her mom was <unk> love .",6.648019860130284e-232,0.3076923041420118,0.0,0.23076922721893492
"i , not you , that the the the the the the .","well , i know that casinos also host live events , like concerts , sand - up <unk> and even sport events",6.790035935877237e-232,0.239999996352,0.0,0.15999999635200007
"i , not you , that the the the the the the .",his first rca single was '' <unk> hotel '' released in 1956 and became a number one hit in the us .,5.7097168779228235e-232,0.07999999635200017,0.0,0.07999999635200017
